set,int,length
2,57,1082.7
2,58,769.5
2,59,669.6
3,59,226.8
2,60,213.3
3,60,183.6
4,60,442.8
2,60,947.7
2,60,145.8
2,61,170.1
2,61,642.6
2,62,213.3
3,62,407.7
3,62,280.8
2,62,270
2,62,283.5
2,62,855.9
2,62,407.7
2,63,405
2,64,518.4
2,65,229.5
2,65,534.6
2,66,197.1
2,67,156.6
2,68,1287.9
3,68,164.7
2,69,56.7
2,70,483.3
4,70,410.4
2,70,642.6
2,70,272.7
2,71,442.8
2,72,472.5
2,73,872.1
3,73,213.3
2,74,62.1
2,74,251.1
2,74,764.1
3,74,286.2
3,74,261.9
2,74,97.2
3,74,226.8
4,74,180.9
2,75,688.5
4,75,59.4
3,75,375.3
4,75,383.4
2,75,693.9
2,76,140.4
4,76,81
2,77,56.7
3,77,229.5
4,77,310.5
2,78,13.5
3,78,483.3
4,78,89.1
4,78,648
3,78,445.5
2,78,437.4
2,79,526.5
3,79,243
2,80,205.2
2,80,661.5
2,80,715.5
2,81,626.4
3,81,629.1
2,82,1063.8
4,82,278.1
4,82,378
2,83,383.4
2,84,615.6
2,85,94.5
2,86,699.3
3,86,40.5
2,86,199.8
2,86,610.2
2,87,572.4
2,88,386.1
4,88,348.3
2,89,140.4
2,90,326.7
2,91,5.4
2,91,329.4
2,92,742.5
2,92,747.9
2,93,27
2,94,421.2
3,94,634.5
2,95,515.7
2,95,302.4
2,95,278.1
2,96,151.2
2,97,332.1
2,98,259.2
2,99,758.7
2,99,348.3
2,99,64.8
2,100,567
2,101,72.9
3,101,699.3
4,101,243
3,101,48.6
2,102,537.3
2,103,386.1
2,104,86.4
2,105,464.4
2,106,305.1
2,106,823.5
2,106,143.1
2,106,583.2
4,106,229.5
2,107,210.6
2,108,113.4
2,109,126.9
3,109,440.1
2,109,72.9
2,110,918
4,110,288.9
4,110,359.1
2,111,78.3
4,111,299.7
2,112,162
2,112,621
3,112,426.6
2,113,37.8
2,114,124.2
2,115,359.1
2,116,718.2
2,117,229.5
3,117,108
4,117,324
3,117,245.7
4,117,259.2
2,118,97.2
4,118,334.8
2,119,126.9
2,120,596.7
2,121,315.9
2,122,774.9
2,123,221.4
2,124,216
2,125,710.1
2,126,542.7
2,127,429.3
4,127,332.1
2,128,226.8
2,129,432
3,129,278.1
3,129,145.8
2,129,729
2,130,83.7
2,131,561.6
4,131,472.5
2,131,461.7
2,132,450.9
2,133,432
3,133,153.9
4,133,105.3
4,133,18.9
2,134,661.5
2,135,1080
2,135,737.1
2,136,845.1
3,136,256.5
4,136,545.4
2,136,634.5
2,137,680.4
2,138,326.7
2,139,70.2
2,139,680.4
2,140,113.4
3,140,194.4
3,140,51.3
2,141,51.3
2,142,294.3
3,142,21.6
2,143,216
2,144,91.8
2,145,469.8
3,145,140.4
4,145,426.6
4,145,685.8
2,146,148.5
2,147,121.5
2,148,197.1
2,149,72.9
2,149,81
2,150,91.8
4,150,318.6
2,151,99.9
2,152,518.4
2,153,40.5
2,154,799.2
2,155,518.4
2,156,324
2,157,386.1
2,158,170.1
3,158,267.3
2,159,78.3
2,160,359.1
3,160,704.7
2,161,59.4
3,161,334.8
2,162,59.4
2,163,434.7
4,163,380.7
3,163,542.7
2,164,72.9
2,165,164.7
2,166,629.1
2,167,86.4
2,168,43.2
2,169,218.7
3,169,315.9
3,169,307.8
4,169,348.3
3,169,405
2,170,580.5
3,170,153.9
2,170,153.9
2,171,394.2
2,172,399.6
2,173,669.6
2,174,232.2
4,174,315.9
2,175,399.6
4,175,286.2
2,175,456.3
3,175,329.4
2,176,224.1
3,176,248.4
4,176,218.7
4,176,62.1
2,177,118.8
2,178,27
2,179,162
2,180,148.5
3,180,486
2,180,702
2,181,475.2
3,181,70.2
4,181,313.2
2,182,72.9
2,182,40.5
2,182,418.5
4,182,83.7
2,183,83.7
2,183,162
2,184,197.1
3,184,113.4
4,184,148.5
2,184,280.8
2,185,459
3,185,72.9
4,185,216
4,185,380.7
2,186,688.5
3,186,13.5
4,186,286.2
2,187,577.8
2,187,561.6
4,187,135
4,187,137.7
2,188,145.8
4,188,264.6
2,189,218.7
2,190,29.7
2,191,294.3
2,191,278.1
2,192,583.2
4,192,321.3
2,192,434.7
2,193,488.7
2,193,240.3
4,193,394.2
2,194,634.5
4,194,218.7
2,195,561.6
4,195,361.8
3,195,413.1
2,196,145.8
2,197,302.4
2,197,167.4
2,198,56.7
4,198,326.7
2,199,645.3
4,199,137.7
4,199,324
2,200,631.8
2,201,542.7
2,201,545.4
2,202,823.5
2,202,785.7
3,202,224.1
2,203,78.3
2,203,496.8
2,204,224.1
2,204,240.3
2,205,10.8
2,205,402.3
4,205,513
4,205,8.1
2,206,548.1
4,206,396.9
2,206,64.8
2,207,332.1
2,207,718.2
2,208,102.6
2,208,359.1
2,209,132.3
2,210,623.7
2,211,261.9
4,211,126.9
2,212,518.4
4,212,407.7
3,212,521.1
4,212,189
2,213,116.1
2,214,329.4
2,214,612.9
2,215,653.4
2,216,8.1
2,216,666.9
2,216,734.4
2,216,315.9
4,216,297
2,217,437.4
2,218,148.5
2,219,494.1
2,220,683.1
2,220,456.3
3,220,267.3
4,220,24.3
2,221,229.5
2,222,337.5
2,223,205.2
2,224,672.3
2,225,288.9
2,226,81
2,227,240.3
2,228,232.2
4,228,178.2
2,229,78.3
3,229,224.1
4,229,429.3
2,230,504.9
2,231,186.3
2,231,469.8
4,231,766.8
2,232,523.8
2,233,145.8
2,234,248.4
2,235,5.4
2,236,375.3
3,236,27
2,237,175.5
2,238,191.7
2,238,67.5
2,238,569.7
2,239,580.5
2,240,378
2,241,153.9
2,242,540
2,242,383.4
2,243,224.1
4,243,72.9
3,243,151.2
2,244,137.7
2,245,334.8
2,246,599.4
2,246,337.5
2,247,342.9
2,248,40.5
2,249,62.1
2,249,429.3
4,249,302.4
2,250,367.2
4,250,477.9
2,250,351
2,251,348.3
2,252,108
2,253,356.4
4,253,153.9
3,253,864
4,253,43.2
2,254,162
2,255,691.2
3,255,37.8
4,255,548.1
4,255,218.7
2,255,278.1
2,256,194.4
2,256,426.6
2,257,445.5
2,258,383.4
2,259,64.8
2,260,464.4
2,261,499.5
2,262,469.8
2,263,5.4
3,263,48.6
4,263,375.3
2,264,40.5
2,265,432
2,265,5.4
4,265,488.7
2,266,513
4,266,486
2,267,472.5
2,268,369.9
2,269,162
2,270,432
2,270,518.4
3,270,288.9
2,271,62.1
2,272,407.7
2,273,394.2
2,274,523.8
4,274,64.8
2,274,213.3
2,275,78.3
2,276,386.1
2,276,459
2,276,413.1
2,277,59.4
2,277,413.1
2,278,594
4,278,129.6
2,278,369.9
2,279,334.8
4,279,361.8
3,279,480.6
3,279,515.7
3,279,245.7
2,280,415.8
