set,int,length
2,0,866.7
4,0,16.2
3,0,180.9
4,0,83.7
2,0,234.9
2,0,51.3
2,0,51.3
2,0,496.8
2,0,731.7
2,0,218.7
2,0,194.4
3,0,180.9
4,0,872.1
2,0,70.2
4,0,78.3
2,0,210.6
2,0,178.2
3,0,43.2
2,0,124.2
2,0,823.5
2,0,70.2
2,0,72.9
2,0,210.6
2,0,67.5
2,0,693.9
2,0,351
2,0,178.2
4,0,91.8
2,0,648
2,0,615.6
2,0,577.8
2,0,64.8
2,0,153.9
2,0,86.4
2,0,324
2,0,418.5
2,0,2.7
2,0,24.3
2,0,21.6
3,0,48.6
2,0,326.7
2,0,531.9
2,0,750.6
2,0,270
2,0,145.8
2,0,272.7
2,0,18.9
2,0,54
2,0,218.7
2,0,29.7
2,0,29.7
2,0,302.4
2,0,572.4
3,0,318.6
2,0,13.5
2,0,180.9
2,0,221.4
2,0,313.2
2,0,831.6
2,0,143.1
3,0,180.9
2,0,677.7
2,0,432
3,0,359.1
3,0,218.7
2,0,283.5
4,0,421.2
2,0,148.5
2,0,48.6
2,0,45.9
3,0,29.7
4,0,237.6
2,0,251.1
2,0,288.9
2,0,448.2
2,0,75.6
2,0,270
3,0,804.6
4,0,548.1
2,0,67.5
4,0,199.8
2,0,980.1
2,0,178.2
2,0,580.5
2,0,2.7
2,0,434.7
2,0,658.8
2,0,580.5
2,0,145.8
2,0,569.7
2,0,315.9
2,0,21.6
2,0,27
4,0,72.9
2,0,108
2,0,434.7
2,0,342.9
2,0,151.2
2,0,167.4
4,0,240.3
2,0,170.1
2,0,43.2
3,0,672.3
2,0,202.5
2,0,386.1
2,0,132.3
2,0,256.5
2,0,432
2,1,156.6
2,2,126.9
3,2,356.4
2,3,226.8
2,3,91.8
2,4,59.4
2,5,234.9
4,5,153.9
2,6,540
2,7,294.3
2,8,67.5
2,9,529.2
2,10,108
2,11,515.7
2,12,572.4
4,12,170.1
2,13,83.7
2,14,45.9
2,15,86.4
2,15,1031.4
2,16,70.2
2,17,172.8
2,18,121.5
2,19,637.2
2,20,264.6
2,21,1347.3
2,22,421.2
2,23,361.8
2,24,469.8
